Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Blood Snake,Stenorrhina freminvillei,December,1,0,2,2,research,open,-89.6588066994,20.8968256875
Rainforest Cat-eyed Snake,Leptodeira frenata,July,1,0,2,2,research,open,-89.6579524158,20.8994592904
Yucatecan Cantil,Agkistrodon russeolus,July,4,0,263,263,research,,-88.9300168678,21.3694871738
Variable Coralsnake,Micrurus diastema,July,3,0,205,30453,research,open,-88.4508798988,20.7171218057
Brahminy Blindsnake,Indotyphlops braminus,July,1,0,175,175,research,,-89.5738727599,21.0088555335
Central American Boa,Boa imperator,July,3,0,?,? ,research,open,-88.5710525513,20.6830482483
Central American Boa,Boa imperator,July,3,0,?,? ,research,open,-89.5982513428,21.0909900665
Central American Boa,Boa imperator,September,3,0,1377,1377,research,open,-89.7441766,21.0311039
Peninsula Stripeless Snake,Coniophanes meridanus,June,3,1,2435,2435,research,open,-89.5195181,21.0749983
Blood Snake,Stenorrhina freminvillei,April,3,2,205,205,research,open,-89.499532,21.0793045
Brahminy Blindsnake,Indotyphlops braminus,June,1,0,22,22,research,,-89.6158458412,20.922949138
Faded Black-striped Snake,Coniophanes schmidti,June,1,0,2020,2020,research,open,-88.9064135361,21.3691313018
Central American Boa,Boa imperator,September,4,0,205,205,research,open,-89.499532,21.0793045
Central American Boa,Boa imperator,June,4,0,263,263,research,open,-89.5934656262,21.0254574057
Pygmy Snail Sucker,Geophis sanniolus,May,2,0,2435,2435,research,open,-89.5195181,21.0749983
Pygmy Snail Sucker,Geophis sanniolus,May,2,0,2435,2435,research,open,-89.5195181,21.0749983
Yucatecan Dwarf Short-tail Snake,Tantillita canula,March,1,0,1479,1479,research,open,-88.9288457,21.2801771
Chicken Snake,Spilotes pullatus,April,4,0,488,488,research,open,-89.5790863037,20.1729561491
,Conophis lineatus concolor,June,1,0,205,205,research,open,-89.7172862,20.6484395
Central American Boa,Boa imperator,October,4,0,44,44,research,open,-88.572733216,20.6769919035
Faded Black-striped Snake,Coniophanes schmidti,Unknown,3,0,8,8,research,open,-89.6660562736,20.9796076663
Central American Indigo Snake,Drymarchon melanurus,June,3,1,?,30396,research,open,-88.9993887739,21.2090474604
,Conophis lineatus concolor,June,1,0,?,? ,research,open,-89.7353591919,21.2694911957
Neotropical Whip Snake,Masticophis mentovarius,Unknown,2,0,1052,1052,research,open,-88.9337572083,21.2253866642
Red Coffee Snake,Ninia sebae,June,3,0,132,132,research,open,-89.5037839562,21.0696286676
Central American Boa,Boa imperator,June,3,0,1052,1052,research,open,-89.8083558306,21.1674371457
Mexican Parrot Snake,Leptophis mexicanus,June,1,0,4,4,research,open,-89.56172253,21.05156009
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,6,0,488,30396,research,obscured,-89.9346878632,21.3085480762
Speckled Racer,Drymobius margaritiferus,June,4,0,2276,2276,research,open,-89.7683833,20.3599062
Pygmy Snail Sucker,Geophis sanniolus,Unknown,2,0,132,132,research,open,-89.8037045449,21.1550961474
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,December,6,0,2028,30453,research,obscured,-89.58048651,20.7306418705
Pygmy Snail Sucker,Geophis sanniolus,May,4,0,?,? ,research,open,-89.5553817749,21.0504302979
Chicken Snake,Spilotes pullatus,April,3,0,244,244,research,open,-89.5790863037,20.1727950181
Variable Coralsnake,Micrurus diastema,November,4,0,17,17,research,open,-89.7040809318,20.9827096143
Variable Coralsnake,Micrurus diastema,May,2,0,2028,2028,research,open,-89.5611111,20.7527777
,Oxybelis potosiensis,June,2,0,3,3,research,open,-89.3410185834,21.2313119616
Central American Boa,Boa imperator,October,3,0,458,458,research,open,-89.5270141062,20.0772608825
Snakes,Serpentes,May,0,0,100,100,casual,,-89.6310738722,21.0464815344
Central American Boa,Boa imperator,October,3,0,88,88,research,open,-89.7810224444,21.1309911837
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,4,0,?,30415,research,obscured,-89.6536082236,21.1134382536
Peninsula Stripeless Snake,Coniophanes meridanus,November,2,0,88,88,research,open,-89.7829439119,21.1299848096
Green Vine Snake,Oxybelis fulgidus,January,2,0,88,88,research,open,-89.7799636424,21.1291063377
,Leptodeira frenata yucatanensis,Unknown,2,0,247,247,research,open,-89.330228,21.220357
Yucatan Rat Snake,Pseudelaphe phaescens,August,5,0,1303,1303,research,open,-89.7988198632,20.8645800096
Green Vine Snake,Oxybelis fulgidus,April,2,0,1303,1303,research,open,-89.7988198632,20.8645800096
Mexican Parrot Snake,Leptophis mexicanus,December,1,0,205,205,research,open,-89.7172862,20.6484395
Green Vine Snake,Oxybelis fulgidus,November,3,0,31,31,research,open,-89.0668730432,20.8880920007
Green Rat Snake,Senticolis triaspis,April,2,0,231,231,research,open,-89.2508087,20.6804856
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,August,4,1,61,61,research,open,-89.630939969,21.1057227554
Yucatecan Dwarf Short-tail Snake,Tantillita canula,April,4,2,305,305,research,open,-89.5748581938,20.9826202573
,Leptodeira frenata yucatanensis,Unknown,2,0,3,3,research,open,-89.327843,21.213963
Rainforest Cat-eyed Snake,Leptodeira frenata,November,3,0,18,18,research,open,-89.56437462,21.05333179
,Leptodeira frenata yucatanensis,January,2,0,?,? ,research,open,-89.5642471313,21.053314209
Blood Snake,Stenorrhina freminvillei,April,3,2,11,11,research,open,-89.5535691082,21.0498076039
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,January,5,0,17,17,research,open,-89.6248233318,20.8693816142
Central American Boa,Boa imperator,September,4,0,1052,1052,research,open,-89.938326627,21.0607597329
Road Guarder,Conophis lineatus,September,2,0,17,17,research,open,-90.4051315784,20.849611699
Green Vine Snake,Oxybelis fulgidus,April,2,1,11,11,research,open,-89.75578752,20.8773768
Green Vine Snake,Oxybelis fulgidus,April,2,0,22,22,research,open,-88.5626805392,20.6780814525
Neotropical Whip Snake,Masticophis mentovarius,April,2,0,?,? ,research,open,-89.2876434326,21.3404407501
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,April,5,0,?,30396,research,obscured,-89.3318464939,21.3266159841
Chicken Snake,Spilotes pullatus,April,3,0,2036,2036,research,open,-89.5704368709,20.1605193248
Chicken Snake,Spilotes pullatus,April,5,0,2036,30508,research,open,-89.4056420249,20.1942822627
Central American Boa,Boa imperator,October,8,1,15,15,research,open,-89.2742752193,20.2135366587
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,March,8,0,263,30396,research,obscured,-89.2212827296,21.3318105241
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,February,6,2,1293,30396,research,obscured,-88.8805544371,21.384888388
Neotropical Whip Snake,Masticophis mentovarius,April,3,2,324,324,research,open,-89.8259915081,21.206524426
,Leptodeira frenata yucatanensis,March,5,1,2943,2943,research,open,-90.3865621946,20.8551334748
Rainforest Cat-eyed Snake,Leptodeira frenata,March,3,0,?,? ,research,open,-90.376914978,20.8569030762
Salmon-bellied Racer,Mastigodryas melanolomus,March,4,3,12895,12895,research,open,-89.2808782311,21.0802053643
Terrestrial Snail Sucker,Geophis sartorii,March,2,0,132,132,research,open,-89.9279095978,20.5619842331
Terrestrial Snail Sucker,Geophis sartorii,Unknown,1,0,3,3,research,open,-89.374131,20.736545
Yucatecan Dwarf Short-tail Snake,Tantillita canula,Unknown,2,0,14284,14284,research,open,-89.5925857,20.9673702
Green Vine Snake,Oxybelis fulgidus,March,2,0,30,30,casual,open,-89.4684616667,20.650225
Yucatecan Worm Snake,Amerotyphlops microstomus,March,5,2,775,775,research,open,-89.5716621654,21.0334015523
,Oxybelis potosiensis,March,4,0,?,? ,research,,-90.0486733333,21.1589483333
,Oxybelis potosiensis,Unknown,2,0,236,236,research,open,-90.036724,21.168621
Central American Boa,Boa imperator,August,5,0,56,56,research,open,-90.0335380586,21.1645917882
Neotropical Whip Snake,Masticophis mentovarius,March,2,0,17,17,research,open,-90.0351583958,21.1635220309
Road Guarder,Conophis lineatus,March,5,0,8,8,research,open,-90.04746858,21.163552
,Leptodeira frenata yucatanensis,October,4,0,10,10,research,open,-89.5518722222,20.0890305556
Variable Coralsnake,Micrurus diastema,Unknown,4,0,?,? ,research,open,-89.6777777778,21.0294444444
Yucatán White-lipped Snake,Symphimus mayae,February,4,0,49,49,research,open,-89.4995186224,21.0791023219
Green Rat Snake,Senticolis triaspis,February,4,1,419,419,research,open,-89.1024828075,21.1598658319
Central American Boa,Boa imperator,February,5,1,249,249,research,open,-89.6402916424,21.2787753517
Central American Boa,Boa imperator,February,6,1,10,10,research,open,-90.3548883333,20.8775366667
Central American Milksnake,Lampropeltis abnorma,February,4,1,99,99,research,open,-89.4968850317,21.0826263387
Salmon-bellied Racer,Mastigodryas melanolomus,February,1,0,22,22,research,,-89.499530542,21.0785641714
Central American Milksnake,Lampropeltis abnorma,January,3,0,511,511,research,open,-89.5605358306,21.0426167303
Blood Snake,Stenorrhina freminvillei,January,3,1,534,534,research,,-89.5582808888,21.0409358046
Central American Boa,Boa imperator,October,7,0,8,8,research,open,-89.5828690612,20.968648266
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,9,0,7043,30396,research,obscured,-89.2276857801,21.3932996969
Central American Boa,Boa imperator,January,8,0,209,209,research,open,-89.7514378943,21.1293095985
Central American Boa,Boa imperator,September,6,0,11,30415,research,open,-89.7502846787,21.0523074773
Colubrid Snakes,Colubridae,Unknown,3,0,11,11,casual,open,-89.50702233,21.07143238
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,11,1,7813,30490,research,obscured,-89.5588366262,20.2191525439
Terrestrial Snail Sucker,Geophis sartorii,January,3,2,16,16,research,open,-89.0601721667,20.9954116667
Central American Boa,Boa imperator,December,5,0,5,5,research,open,-89.84472,21.24933
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,December,5,0,157,30453,research,obscured,-89.349666803,20.7731168423
Neotropical Whip Snake,Masticophis mentovarius,December,3,3,172,172,research,open,-88.8691837675,21.3943437014
Green Vine Snake,Oxybelis fulgidus,November,4,0,175,175,research,open,-89.4963488728,21.0629135807
Salmon-bellied Racer,Mastigodryas melanolomus,December,2,1,30,30,research,open,-89.5883573592,20.9525545383
Neotropical Whip Snake,Masticophis mentovarius,December,5,1,3545,3545,research,open,-89.3156729251,21.244753806
Dipsadine Snakes,Dipsadinae,December,8,0,19,19,needs_id,open,-89.5473636359,21.0576429914
Central American Boa,Boa imperator,November,6,0,33,33,research,open,-89.4996399432,21.0792976347
Salmon-bellied Racer,Mastigodryas melanolomus,November,2,0,97,30434,research,,-89.474386142,20.8500662179
Yucatecan Cantil,Agkistrodon russeolus,November,0,0,1075,1075,casual,,-89.6397866667,20.9676466667
Rattlesnakes,Crotalus,November,2,0,1075,30434,casual,obscured,-89.7801411529,20.8283182345
Burmese Python,Python bivittatus,November,3,0,1075,30434,casual,obscured,-89.6718657026,20.8115766428
Pythons,Pythonidae,November,3,0,879,30434,casual,obscured,-89.6786761805,20.9154610656
Snakes,Serpentes,November,3,0,934,934,casual,open,-89.6397866667,20.9676466667
Corn Snake,Pantherophis guttatus,November,0,0,48,48,casual,,-89.6397383333,20.9676583333
Neotropical Lanceheads,Bothrops,November,0,0,16,16,casual,,-89.6401583333,20.9675666667
Brahminy Blindsnake,Indotyphlops braminus,October,2,0,1012,1012,research,,-89.6336966667,20.951405
Central American Indigo Snake,Drymarchon melanurus,November,5,0,1157,1157,research,open,-90.0244872,21.1667573
Snakes,Serpentes,November,0,1,10,10,casual,,-89.6401966667,20.9673416667
Yellow-red Rat Snake,Pseudelaphe flavirufa,November,6,0,10,10,research,open,-89.2340705731,21.3451911276
Road Guarder,Conophis lineatus,November,1,0,?,? ,research,open,-89.7696130503,20.3606226325
Neotropical Whip Snake,Masticophis mentovarius,October,5,1,?,? ,research,open,-89.7169444444,21.1122222222
Blood Snake,Stenorrhina freminvillei,November,4,1,66,66,research,,-89.4996600598,21.0795256954
Mexican Parrot Snake,Leptophis mexicanus,October,4,0,862,862,research,open,-89.5561111,20.0875
Blood Snake,Stenorrhina freminvillei,November,2,0,1566,1566,research,,-89.4996116667,21.0803305
,Leptodeira frenata malleisi,Unknown,4,0,1052,1052,research,open,-89.7547958046,20.8843309211
Yucatecan Cantil,Agkistrodon russeolus,October,10,0,665,665,research,,-89.3450357542,21.3255346001
Blood Snake,Stenorrhina freminvillei,May,2,0,205,205,research,,-89.499532,21.0793045
Yucatán Hognose Viper,Porthidium yucatanicum,January,10,1,1612,1612,research,open,-88.4783423933,20.8677878935
Brahminy Blindsnake,Indotyphlops braminus,October,1,0,3214,3214,research,,-89.6596966667,20.977705
Central American Boa,Boa imperator,October,4,0,1157,1157,research,open,-89.9723879721,21.1799633087
Central American Boa,Boa imperator,October,5,0,2552,2552,research,open,-90.0244872,21.1667573
Central American Indigo Snake,Drymarchon melanurus,September,4,0,?,? ,research,open,-89.5136111111,21.0688888889
Central American Indigo Snake,Drymarchon melanurus,September,3,0,5,5,research,open,-89.4993133333,21.0635971667
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,8,0,?,30415,research,obscured,-89.4340451445,21.0329609307
Blood Snake,Stenorrhina freminvillei,September,1,0,66,66,research,,-89.5000312213,21.0789094842
,Micrurus diastema alienus,July,3,0,3906,3906,research,open,-88.4818431539,20.6401497341
Snakes,Serpentes,July,1,0,?,? ,needs_id,,-88.4772222222,20.6416666667
Green Rat Snake,Senticolis triaspis,April,5,4,145,145,research,open,-89.5862886721,20.9400768695
Rainforest Cat-eyed Snake,Leptodeira frenata,September,3,0,244,244,research,open,-88.3206445581,20.7094562891
Colubrid Snakes,Colubridae,September,3,0,122,122,needs_id,open,-88.3368889838,20.7224474018
Yucatán White-lipped Snake,Symphimus mayae,August,2,0,122,122,research,open,-88.3281521893,20.7239288727
Green Rat Snake,Senticolis triaspis,Unknown,4,0,19,19,research,open,-89.670394,20.983188
Brahminy Blindsnake,Indotyphlops braminus,September,2,0,65,65,research,,-89.6109866667,20.998975
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,3,0,5,30396,research,obscured,-89.2678089016,21.2482874849
Yucatecan Cantil,Agkistrodon russeolus,September,6,0,205,205,research,,-88.6331164,21.1103185
Pygmy Snail Sucker,Geophis sanniolus,September,2,0,17,17,research,open,-89.5505191013,21.0493861234
Speckled Racer,Drymobius margaritiferus,August,2,0,3644,3644,research,open,-89.3611030363,21.2344024317
Variable Coralsnake,Micrurus diastema,September,4,0,132,132,research,open,-89.5520637184,21.0499556068
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,September,3,0,1395,1395,research,open,-88.7772201374,21.121541381
Central American Boa,Boa imperator,August,4,0,1027,1027,research,open,-89.6686901,21.0382682
Brahminy Blindsnake,Indotyphlops braminus,August,2,0,205,205,research,,-89.499532,21.0793045
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,4,0,31,30415,research,obscured,-89.4801517857,21.01048962
,Oxybelis potosiensis,August,3,0,1052,1052,research,,-89.4205255061,21.2366939569
Yucatecan Cantil,Agkistrodon russeolus,June,8,0,205,205,research,,-89.615326,20.8579201
Terciopelo,Bothrops asper,June,2,0,205,205,casual,,-89.6402669,20.9691287
Variable Coralsnake,Micrurus diastema,February,6,0,205,205,research,open,-89.499532,21.0793045
Chicken Snake,Spilotes pullatus,November,6,0,2156,2156,research,open,-89.3990791,21.1085657
Green Vine Snake,Oxybelis fulgidus,April,3,0,3582,3582,research,open,-89.7130643,20.4849154
Central American Boa,Boa imperator,May,3,0,205,205,research,open,-89.5902617,20.7885991
Central American Indigo Snake,Drymarchon melanurus,June,3,0,205,205,research,open,-88.6331164,21.1103185
Colubrine Snakes,Colubrinae,August,3,3,51,51,needs_id,open,-89.7692429098,20.3647536685
Chicken Snake,Spilotes pullatus,April,3,0,4,4,research,open,-89.1336182987,21.1284726002
Chicken Snake,Spilotes pullatus,April,4,0,8,8,research,open,-89.1334804081,21.1282879559
Mexican Parrot Snake,Leptophis mexicanus,June,1,0,4,4,research,open,-89.1149594713,21.3558565856
Faded Black-striped Snake,Coniophanes schmidti,April,2,0,61,61,research,,-89.0788431426,21.1486698303
Pygmy Snail Sucker,Geophis sanniolus,December,2,0,31,31,research,open,-89.0793316771,21.1494449619
Snail-eating Thirst Snake,Dipsas brevifacies,December,3,0,15,15,research,open,-89.0833083315,21.1505287738
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,4,0,15,30415,research,obscured,-89.074144332,21.1033955088
Central American Boa,Boa imperator,October,3,0,15,15,research,open,-88.4082200584,21.1942007465
Rainforest Cat-eyed Snake,Leptodeira frenata,August,2,0,526,526,research,open,-89.8032351583,21.1541033824
Salmon-bellied Racer,Mastigodryas melanolomus,April,1,0,175,175,research,open,-90.0461370125,21.1629582983
Rainforest Cat-eyed Snake,Leptodeira frenata,August,2,0,122,122,research,open,-89.8169359338,21.1833198134
Yucatecan Dwarf Short-tail Snake,Tantillita canula,August,2,1,?,? ,research,,-89.2352752686,21.3463897705
Variable Coralsnake,Micrurus diastema,March,3,0,5,5,research,open,-89.3171916667,21.1410305
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,February,3,0,22,22,research,open,-89.2533006836,21.2037433403
Central American Boa,Boa imperator,January,3,0,22,22,research,open,-89.2986504993,21.210803937
Green Vine Snake,Oxybelis fulgidus,March,2,0,5,5,research,open,-89.2571716667,21.2024916667
Blood Snake,Stenorrhina freminvillei,June,1,0,65,65,research,open,-89.6407383333,20.9960333333
Yucatecan Dwarf Short-tail Snake,Tantillita canula,April,1,0,12,12,research,open,-89.569777,20.992417
,Pseudelaphe,August,3,4,0,0,research,,-89.3159416667,21.2020433333
Mexican Parrot Snake,Leptophis mexicanus,July,2,0,324,324,research,open,-89.7690986,20.3609571
Rainforest Cat-eyed Snake,Leptodeira frenata,August,2,0,?,? ,research,open,-89.276515,21.1626463333
Central American Boa,Boa imperator,August,4,0,5,5,research,open,-89.5436033333,20.9200716667
Mexican Parrot Snake,Leptophis mexicanus,August,2,0,2,2,research,open,-89.5973357013,21.0922675511
Salmon-bellied Racer,Mastigodryas melanolomus,July,2,0,?,? ,research,open,-89.5816650391,21.1263885498
Central American Boa,Boa imperator,July,3,0,?,? ,research,open,-89.4883346558,20.2352771759
Central American Boa,Boa imperator,May,5,0,8415,8415,research,open,-89.412291795,21.2749315608
Blotched Hooknose Snake,Ficimia publia,July,1,0,698,698,research,open,-89.5222774521,21.0734380141
Speckled Racer,Drymobius margaritiferus,June,4,0,4312,4312,research,open,-90.190253538,20.8281750143
Salmon-bellied Racer,Mastigodryas melanolomus,July,1,0,18,18,research,open,-89.56986,20.992314
Central American Milksnake,Lampropeltis abnorma,June,5,0,1837,1837,research,open,-89.4556,20.1873
Red Coffee Snake,Ninia sebae,June,3,0,1673,1673,research,open,-89.4526675374,20.743094481
Mexican Parrot Snake,Leptophis mexicanus,June,2,0,3644,3644,research,open,-89.2636045,21.3419002
Yellow-red Rat Snake,Pseudelaphe flavirufa,July,4,0,8,8,research,open,-89.2827411093,21.0967578032
Salmon-bellied Racer,Mastigodryas melanolomus,June,1,0,?,? ,research,,-89.6463888889,21.135
Mexican Parrot Snake,Leptophis mexicanus,June,1,0,?,? ,research,open,-89.6933333333,21.1302777778
Salmon-bellied Racer,Mastigodryas melanolomus,June,1,0,2023,2023,research,,-89.5952777,21.1497222
Pygmy Snail Sucker,Geophis sanniolus,May,9,0,11007,11007,research,open,-89.5323307067,20.2546539198
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,5,3,5504,30490,research,obscured,-89.5185998073,20.247831971
Variable Coralsnake,Micrurus diastema,April,2,0,3,3,research,open,-89.416384,21.255611
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,5,0,2,30396,research,obscured,-89.4408252308,21.3206854437
Yucatan Rat Snake,Pseudelaphe phaescens,June,4,0,?,? ,research,open,-89.6625,21.1288888889
Central American Boa,Boa imperator,November,5,1,?,? ,research,open,-88.6147778,20.8991944
Green Vine Snake,Oxybelis fulgidus,May,3,0,?,? ,research,open,-89.6530555556,21.1302777778
Mexican Parrot Snake,Leptophis mexicanus,May,1,0,?,? ,research,open,-89.6994444444,21.13
Green Vine Snake,Oxybelis fulgidus,May,3,0,?,? ,research,open,-89.6361111111,21.0819444444
Blotched Hooknose Snake,Ficimia publia,February,3,1,2,2,research,open,-89.5162890851,21.0685599306
Road Guarder,Conophis lineatus,May,3,0,165,165,research,,-89.4991138889,21.0791694444
Pygmy Snail Sucker,Geophis sanniolus,August,4,1,15,15,research,open,-89.5235109329,21.146852713
Snakes,Serpentes,Unknown,0,0,14284,14284,casual,,-89.5925857,20.9673702
Central American Boa,Boa imperator,Unknown,3,0,276,276,casual,open,-89.6604428,20.9338424
Faded Black-striped Snake,Coniophanes schmidti,November,2,0,2464,2464,research,,-89.0276165596,19.9774111312
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,August,4,0,2464,2464,research,open,-89.0276165596,19.9774111312
Faded Black-striped Snake,Coniophanes schmidti,July,3,1,4928,4928,research,,-89.0398888251,19.9791519641
Central American Boa,Boa imperator,August,5,0,61,61,research,open,-89.5495994632,21.0821620151
Variable Coralsnake,Micrurus diastema,May,5,0,?,? ,research,open,-89.7069016667,21.1254166667
Variable Coralsnake,Micrurus diastema,May,5,0,?,? ,research,open,-89.3016662598,21.0966663361
Central American Boa,Boa imperator,August,3,0,694,694,research,open,-89.7040557861,20.6475633953
Central American Boa,Boa imperator,October,7,0,205,205,research,open,-89.0113203,20.0270674
Red Coffee Snake,Ninia sebae,March,3,2,10,10,research,open,-89.5357795247,21.0588542512
Mexican Parrot Snake,Leptophis mexicanus,Unknown,2,0,22014,22014,casual,open,-89.660798125,21.0482872021
Central American Boa,Boa imperator,July,6,0,98,98,research,open,-88.9430379868,19.9542494544
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,4,0,2435,30415,research,obscured,-89.4907011766,21.1762748878
Faded Black-striped Snake,Coniophanes schmidti,March,1,0,2464,2464,research,,-89.0495866,20.0715949
,Geophis sartorii sartorii,March,3,0,2464,2464,research,open,-89.0495866,20.0715949
Yucatecan Cantil,Agkistrodon russeolus,March,4,0,2025,2025,research,,-89.3961111,20.9727777
Blood Snake,Stenorrhina freminvillei,March,2,0,7338,7338,research,,-89.6667248011,20.898719958
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,January,6,0,16,30434,research,obscured,-89.7507870588,20.9925926386
Central American Boa,Boa imperator,February,6,0,8,8,research,open,-90.3726033333,19.948365
Rainforest Cat-eyed Snake,Leptodeira frenata,May,3,0,2,2,research,open,-90.3746683896,19.9449321449
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,January,5,0,2025,30434,research,obscured,-89.2196957172,20.9054270663
,Leptodeira frenata yucatanensis,January,4,0,2025,2025,research,open,-89.3961111,20.9727777
Colubrid Snakes,Colubridae,January,0,0,2064,2064,casual,,-89.2893742025,20.2033355017
Mexican Parrot Snake,Leptophis mexicanus,January,2,0,66042,66042,research,open,-89.2914488912,20.2090094379
Terrestrial Snail Sucker,Geophis sartorii,January,2,0,16511,16511,research,open,-89.9226078764,20.9673480945
Green Rat Snake,Senticolis triaspis,January,2,1,20,20,casual,open,-89.6483516693,21.0170537331
Salmon-bellied Racer,Mastigodryas melanolomus,March,2,0,234815,234815,research,,-89.3449666724,19.9848259279
Chicken Snake,Spilotes pullatus,June,7,1,?,? ,research,open,-89.2863573,20.204526
Colubrid Snakes,Colubridae,November,1,0,?,? ,needs_id,,-89.3210678056,20.7271194444
Pygmy Snail Sucker,Geophis sanniolus,December,12,0,5,5,needs_id,open,-89.2821666667,21.1179583333
Faded Black-striped Snake,Coniophanes schmidti,Unknown,1,0,4975,4975,research,open,-89.632202,20.958944
Central American Boa,Boa imperator,December,4,0,61,61,research,open,-89.6548318863,21.0432508972
Central American Indigo Snake,Drymarchon melanurus,May,6,0,3231,3231,research,open,-89.5762716138,20.9491183085
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,7,0,244,30434,research,obscured,-89.5008528174,20.8493271375
Green Rat Snake,Senticolis triaspis,Unknown,4,2,22,22,casual,open,-89.648322165,21.0021978033
Rainforest Cat-eyed Snake,Leptodeira frenata,December,4,0,2464,2464,research,open,-89.0495866,20.0715949
Yucatecan Dwarf Short-tail Snake,Tantillita canula,Unknown,2,1,495,495,research,,-89.357042,21.166386
Brahminy Blindsnake,Indotyphlops braminus,Unknown,2,1,5301,5301,research,,-89.5371305585,20.920422872
Central American Boa,Boa imperator,December,4,0,1157,1157,research,open,-90.0426834212,21.1622748132
,Oxybelis potosiensis,November,2,0,8,8,research,,-89.8279714584,21.250466557
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,7,0,205,30415,research,obscured,-89.6618911365,21.0761882639
Central American Indigo Snake,Drymarchon melanurus,November,4,0,1977,1977,research,open,-89.5859524247,20.8665111564
,Micrurus diastema alienus,October,4,2,10573,10573,research,open,-88.8137880018,20.8971419511
Central American Boa,Boa imperator,November,4,0,1236,1236,research,open,-89.7772693634,21.1314221274
Mexican Parrot Snake,Leptophis mexicanus,September,2,0,2025,2025,research,open,-89.3961111,20.9727777
Green Rat Snake,Senticolis triaspis,November,5,0,26,26,research,open,-89.5602398252,21.0275403713
,Geophis sartorii sartorii,October,3,0,4910,4910,research,open,-88.7758501994,20.9006706551
Red Coffee Snake,Ninia sebae,October,5,0,10117,10117,research,open,-88.8175963652,20.9178331486
Central American Boa,Boa imperator,October,4,0,10117,10117,research,open,-88.8175963652,20.9178331486
,Micrurus diastema alienus,October,6,0,29,29,research,open,-89.4996576531,21.0792691456
Neotropical Whip Snake,Masticophis mentovarius,Unknown,6,0,14284,14284,research,open,-89.5925857,20.9673702
Chicken Snake,Spilotes pullatus,May,8,3,?,? ,research,open,-89.5536117554,21.0491657257
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,5,1,?,30415,research,obscured,-89.4091391016,21.1793929218
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,8,0,96,30415,research,obscured,-89.5927234896,21.1367716132
Peninsula Stripeless Snake,Coniophanes meridanus,September,5,0,8,8,research,,-89.4995319843,21.0793045172
Peninsula Stripeless Snake,Coniophanes meridanus,September,3,0,61,61,research,,-89.4995641708,21.0793345499
,Micrurus diastema alienus,September,3,0,31,31,research,open,-89.6995282173,21.1299810568
Green Vine Snake,Oxybelis fulgidus,September,4,0,7,7,research,open,-89.664771,21.037841
Yucatecan Cantil,Agkistrodon russeolus,September,7,0,29352,29352,research,,-89.599461369,21.0049165193
Faded Black-striped Snake,Coniophanes schmidti,September,2,0,2808,2808,research,,-89.6957222,20.9921202
Yucatecan Cantil,Agkistrodon russeolus,September,5,0,205,205,research,,-90.04837,21.164403
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,4,0,2302,30434,research,obscured,-89.4680841921,20.9779357689
,Micrurus diastema alienus,September,5,0,382,382,research,open,-89.6240838,21.0516233
Blood Snake,Stenorrhina freminvillei,Unknown,0,0,?,? ,casual,,-89.794693,21.154958
Blood Snake,Stenorrhina freminvillei,Unknown,0,0,?,? ,casual,,-89.794693,21.154958
Green Rat Snake,Senticolis triaspis,September,3,0,830,830,research,open,-89.7469456132,21.1282569736
Mexican Parrot Snake,Leptophis mexicanus,September,2,0,?,? ,research,open,-89.51222229,20.2722225189
Mexican Parrot Snake,Leptophis mexicanus,August,3,0,32,32,research,open,-89.4930542069,20.2464190503
Mexican Parrot Snake,Leptophis mexicanus,August,3,0,172,172,research,open,-89.64504987,21.026260756
,Leptodeira frenata yucatanensis,July,3,0,14284,14284,research,open,-89.5925857,20.9673702
