Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Faded Black-striped Snake,Coniophanes schmidti,July,4,0,275,275,research,open,-89.6236384114,21.0941209797
,Conophis lineatus concolor,July,2,1,?,? ,research,open,-89.747556,21.1281399722
,Oxybelis potosiensis,July,6,0,?,? ,research,,-89.788932,21.1387639722
Rainforest Cat-eyed Snake,Leptodeira frenata,July,5,0,?,? ,research,open,-89.814321,21.1798819722
Pygmy Snail Sucker,Geophis sanniolus,July,6,0,?,? ,research,open,-89.7440069722,21.1271589722
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,7,0,?,30415,research,obscured,-89.6377456963,21.1737316496
Peninsula Stripeless Snake,Coniophanes meridanus,Unknown,1,0,184,30472,research,open,-89.5461559008,20.4984555793
Yucatecan Cantil,Agkistrodon russeolus,July,7,0,31,30472,research,,-89.311995275,20.4436197712
Variable Coralsnake,Micrurus diastema,July,6,0,1414,1414,research,open,-89.564689773,21.0466459736
Copperheads, Cottonmouths, and Cantils,Agkistrodon,Unknown,0,0,28925,28925,casual,,-90.1021324843,21.1045023184
Black-tailed Indigo Snake,Drymarchon melanurus melanurus,July,7,0,31,31,research,open,-89.7424995594,20.0187704684
Neotropical Whip Snake,Masticophis mentovarius,July,2,0,8,8,research,open,-89.752175,21.26615833
Variable Coralsnake,Micrurus diastema,July,6,0,26,26,research,open,-89.5365466106,21.0588141934
Central American Boa,Boa imperator,July,9,0,137,137,research,open,-89.5988314703,21.0981118532
Salmon-bellied Racer,Mastigodryas melanolomus,July,4,0,7990,7990,research,open,-89.7086816765,20.3504747252
Salmon-bellied Racer,Mastigodryas melanolomus,July,1,0,108,108,research,open,-88.6618890563,20.5429667853
Variable Coralsnake,Micrurus diastema,June,6,0,?,? ,research,open,-89.6256666667,21.0953333333
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,July,4,0,8,8,research,open,-89.625655,21.0952305
Mexican Parrot Snake,Leptophis mexicanus,June,6,0,8,8,research,open,-89.6167133333,21.0986945
Brahminy Blindsnake,Indotyphlops braminus,July,1,0,5,5,research,,-89.7356924415,21.2692609
Black-tailed Indigo Snake,Drymarchon melanurus melanurus,July,7,0,1839,1839,research,open,-89.3068633681,20.9922763679
Central American Boa,Boa imperator,July,6,0,41,41,research,open,-90.1330261678,20.3753680828
Mexican Parrot Snake,Leptophis mexicanus,July,7,0,1185,1185,research,open,-89.669011752,21.1661653015
Neotropical Whip Snake,Masticophis mentovarius,July,7,0,1185,1185,research,open,-89.669011752,21.1661653015
Mexican Parrot Snake,Leptophis mexicanus,July,4,0,7,7,research,open,-89.5362916667,21.0488445
Green Vine Snake,Oxybelis fulgidus,June,7,0,?,? ,research,open,-90.2721328733,20.0124378203
Peninsula Stripeless Snake,Coniophanes meridanus,Unknown,4,0,?,? ,research,open,-89.601274,20.9499589722
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,9,0,136,30415,research,obscured,-89.4989313571,21.1280732448
Peninsula Stripeless Snake,Coniophanes meridanus,July,4,0,41,41,research,open,-90.16241882,20.4030964593
,Conophis lineatus concolor,July,2,0,19,19,research,open,-90.1789714023,20.404755648
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,8,0,?,30472,research,obscured,-90.0544749456,20.4803233858
Variable Coralsnake,Micrurus diastema,July,6,0,33,33,research,open,-89.6367697549,21.0891959967
Mexican Parrot Snake,Leptophis mexicanus,July,3,0,32,32,research,open,-89.606160301,21.066296215
Variable Coralsnake,Micrurus diastema,July,6,0,6,6,research,open,-89.5519716667,21.0655055
Salmon-bellied Racer,Mastigodryas melanolomus,July,1,0,286,286,research,open,-89.6213560294,21.0965053244
Mexican Parrot Snake,Leptophis mexicanus,June,3,0,?,? ,research,open,-88.730510138,20.706988943
Green Rat Snake,Senticolis triaspis,June,3,0,?,? ,research,open,-88.7305530533,20.7069760847
Mexican Parrot Snake,Leptophis mexicanus,May,2,0,15,15,research,open,-88.7306556478,20.7070632703
Central American Boa,Boa imperator,March,5,0,64,64,research,open,-88.7309379503,20.7069525633
Rainforest Cat-eyed Snake,Leptodeira frenata,June,8,0,1795,1795,research,open,-89.5568383858,21.0008140123
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,June,5,0,190,190,research,open,-89.6171219627,21.0998903416
Rainforest Cat-eyed Snake,Leptodeira frenata,June,3,0,2795,2795,research,open,-88.3060609549,21.0089146884
Central American Boa,Boa imperator,June,5,0,56,56,research,open,-89.615685789,21.1026312493
,Geophis sartorii sartorii,June,4,0,?,? ,research,open,-89.810979,21.1720369722
Variable Coralsnake,Micrurus diastema,June,8,0,?,? ,research,open,-89.723382,21.1223629722
,Geophis sartorii sartorii,June,3,0,?,? ,research,open,-89.6854249722,21.12921
Salmon-bellied Racer,Mastigodryas melanolomus,June,5,0,5,5,research,open,-89.6591790766,21.0561875525
Central American Boa,Boa imperator,June,5,0,48,48,research,open,-89.5619530231,20.8132215858
Faded Black-striped Snake,Coniophanes schmidti,June,4,0,?,? ,research,open,-88.5130555556,20.5683333333
Yucatecan Dwarf Short-tail Snake,Tantillita canula,June,5,0,8,8,research,open,-89.6523195648,21.083590052
Yucatan Rat Snake,Pseudelaphe phaescens,June,3,0,618,618,research,open,-89.6790475941,21.0508765747
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,June,10,0,351,30527,research,obscured,-90.2263754261,19.9652210388
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,June,2,1,?,? ,research,open,-89.5536117553,21.0492153167
Central American Indigo Snake,Drymarchon melanurus,June,10,1,1473,1473,research,open,-89.683515755,21.1231260992
Central American Ribbon Snake,Thamnophis proximus rutiloris,June,3,0,84,84,research,open,-89.6625338495,21.0834427154
Central American Boa,Boa imperator,June,5,0,406,406,research,open,-89.5695688203,21.0312444353
Central American Boa,Boa imperator,June,6,0,412,412,research,open,-89.6574705094,21.0784313765
Faded Black-striped Snake,Coniophanes schmidti,June,4,0,347,347,research,open,-89.668543042,20.980254895
Peninsula Stripeless Snake,Coniophanes meridanus,June,4,0,347,347,research,open,-89.668543042,20.980254895
Peninsula Stripeless Snake,Coniophanes meridanus,Unknown,1,0,496,496,casual,open,-89.608297,20.991307
Salmon-bellied Racer,Mastigodryas melanolomus,June,6,0,?,30434,research,open,-89.5082432152,20.8361127036
Blotched Hooknose Snake,Ficimia publia,June,3,0,69,69,research,open,-88.4457819164,20.5889890328
Salmon-bellied Racer,Mastigodryas melanolomus,June,4,0,684,684,research,open,-89.6547121927,21.0803434573
Variable Coralsnake,Micrurus diastema,June,10,0,367,367,research,open,-89.5924795792,21.0387642337
Rainforest Cat-eyed Snake,Leptodeira frenata,June,4,0,?,? ,research,open,-88.4575459722,20.6129859722
Variable Coralsnake,Micrurus diastema,June,5,0,?,? ,research,open,-88.446386,20.588073
,Conophis lineatus concolor,June,3,0,?,? ,research,open,-88.937796,20.758023
Snail-eating Thirst Snake,Dipsas brevifacies,June,2,0,?,? ,research,open,-89.1792319722,20.7244889722
Central American Boa,Boa imperator,June,7,0,?,? ,research,open,-89.616759,20.8696839722
Central American Boa,Boa imperator,June,5,0,?,? ,research,open,-89.79707,20.987894
Central American Boa,Boa imperator,June,8,0,16,16,research,open,-89.56245929,20.81380325
Black-striped Snake,Coniophanes imperialis,June,1,0,3637,30434,research,open,-89.7522182398,20.988457309
Peninsula Stripeless Snake,Coniophanes meridanus,June,3,0,351,351,research,open,-90.3472222,19.9563888
Central American Boa,Boa imperator,May,6,0,?,? ,research,open,-89.5281269722,21.021062
Road Guarder,Conophis lineatus,February,2,0,103,103,research,open,-89.543950773,20.92114616
Black-striped Snake,Coniophanes imperialis,June,3,0,1473,1473,research,open,-90.0189996685,21.1499095229
Black-striped Snake,Coniophanes imperialis,June,3,0,1473,1473,research,open,-90.0189996685,21.1499095229
Central American Boa,Boa imperator,June,6,0,195,195,research,open,-89.0168543905,21.3589747752
Central American Boa,Boa imperator,June,7,0,17,17,research,open,-89.1015555337,21.3589004601
Mexican Parrot Snake,Leptophis mexicanus,June,3,0,325,325,research,open,-89.369154498,21.1468480226
Central American Boa,Boa imperator,June,7,0,1976,1976,research,open,-89.533604,21.307393
Neotropical Whip Snake,Masticophis mentovarius,June,5,0,292,30434,research,open,-89.7411813773,20.8527283686
Snail-eating Thirst Snake,Dipsas brevifacies,June,3,0,161,161,research,open,-89.8552445322,20.7533962951
Red Coffee Snake,Ninia sebae,June,5,0,?,30434,research,open,-89.577687928,20.8762675905
Central American Indigo Snake,Drymarchon melanurus,April,8,0,61,61,research,open,-89.3447236537,20.9830959815
Central American Indigo Snake,Drymarchon melanurus,April,5,0,122,122,research,open,-89.345482328,20.9804619064
Chicken Snake,Spilotes pullatus,May,8,0,24,24,research,open,-89.7054320946,21.025182632
Blotched Hooknose Snake,Ficimia publia,June,3,0,5533,5533,research,open,-88.3563420428,20.7353106614
Blotched Hooknose Snake,Ficimia publia,June,4,0,6357,6357,research,open,-88.5896277332,20.6966817622
Central American Boa,Boa imperator,August,3,1,145,145,research,open,-89.6549101002,21.0685401662
Speckled Racer,Drymobius margaritiferus,Unknown,6,0,15883,15883,research,open,-89.260843,21.322049
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,10,0,204,30415,research,obscured,-89.5073322288,21.1351421915
Rainforest Cat-eyed Snake,Leptodeira frenata,May,5,0,182,182,research,open,-89.8097666726,21.1692630383
Peninsula Stripeless Snake,Coniophanes meridanus,May,3,0,989,989,research,open,-89.823759757,21.2013040964
Central American Milksnake,Lampropeltis abnorma,Unknown,4,0,522,522,research,open,-89.7557396069,21.1305111398
,Oxybelis potosiensis,May,5,0,?,? ,research,,-89.621285,20.8128349722
Variable Coralsnake,Micrurus diastema,May,7,0,778,778,research,open,-89.6616742015,21.0860661007
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,May,3,0,138,138,research,open,-89.6044958755,21.0695883085
Salmon-bellied Racer,Mastigodryas melanolomus,May,5,0,177,177,research,open,-89.6225659177,21.0927666909
Central American Boa,Boa imperator,May,6,0,189,189,research,open,-89.6123081446,21.03224209
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,May,7,0,?,? ,research,open,-89.948447,21.070564
Central American Boa,Boa imperator,May,7,0,?,? ,research,open,-89.9554349722,21.0774909722
,Leptodeira frenata yucatanensis,May,4,0,?,? ,research,open,-89.956399,21.0783699722
Black-striped Snake,Coniophanes imperialis,May,4,0,?,? ,research,open,-89.991951,21.112836
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,May,4,0,?,? ,research,open,-90.0483239722,21.1589409722
Yucatán Hognose Viper,Porthidium yucatanicum,May,10,0,128,128,research,open,-88.4587229043,20.6071950271
,Geophis sartorii sartorii,May,4,0,?,? ,research,open,-88.456562,20.616675
Red Coffee Snake,Ninia sebae,May,6,0,?,? ,research,open,-88.4560689722,20.5982449722
Pygmy Snail Sucker,Geophis sanniolus,May,6,0,?,? ,research,open,-88.45617,20.5982909722
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,10,0,165,30415,research,obscured,-89.563533055,21.1836906789
Central American Boa,Boa imperator,May,7,0,529,529,research,open,-89.5904628856,20.8370624985
Faded Black-striped Snake,Coniophanes schmidti,May,2,0,969,969,research,open,-89.5938734319,20.8365607119
Pygmy Snail Sucker,Geophis sanniolus,May,4,0,65,65,research,open,-89.2960283333,20.7366033333
Variable Coralsnake,Micrurus diastema,May,6,0,23,30490,research,open,-89.4336730698,20.3544304003
Yucatecan Cantil,Agkistrodon russeolus,March,10,0,2682,30396,research,,-89.3415353636,21.3439960414
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,May,8,0,534,30434,research,obscured,-89.2532568474,20.8642608539
Speckled Racer,Drymobius margaritiferus,May,4,0,18,18,research,open,-90.1964097843,20.8133074566
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,February,9,0,?,30415,research,obscured,-89.5285945425,21.0423273022
Yucatan Rat Snake,Pseudelaphe phaescens,February,2,0,?,? ,research,open,-89.5038888889,21.1047222222
Speckled Racer,Drymobius margaritiferus,Unknown,7,0,36,36,research,open,-90.012540333,21.1414704531
Central American Boa,Boa imperator,May,7,0,195,30490,research,open,-89.587644665,20.3958866216
,Conophis lineatus concolor,May,5,0,102,102,research,open,-89.8404813185,21.2483713008
Neotropical Whip Snake,Masticophis mentovarius,May,5,0,448,448,research,open,-89.2562418942,21.3433633307
Central American Boa,Boa imperator,May,6,0,?,? ,research,open,-89.5666966667,20.39757
Central American Boa,Boa imperator,May,7,0,?,? ,research,open,-89.5668133333,20.397825
Yucatan Rat Snake,Pseudelaphe phaescens,May,7,0,12,12,research,open,-89.5624385029,20.8131632939
Rainforest Cat-eyed Snake,Leptodeira frenata,May,5,0,2,2,research,open,-89.2607737544,21.321740455
Red Coffee Snake,Ninia sebae,Unknown,6,0,14341,14341,research,open,-89.5925858617,20.9676395677
Central American Boa,Boa imperator,Unknown,6,0,?,30490,research,open,-89.4997325882,20.2422842628
Peninsula Stripeless Snake,Coniophanes meridanus,May,4,0,25,25,research,open,-89.6333675283,21.0186682336
Central American Boa,Boa imperator,Unknown,7,0,?,30490,research,open,-89.4025826334,20.2414648875
Peten Centipede Snake,Tantilla cuniculator,Unknown,1,0,9225,9225,casual,open,-90.0394251198,21.1550451804
Variable Coralsnake,Micrurus diastema,September,7,0,500,500,research,open,-89.241305,21.0925555009
,Oxybelis potosiensis,April,4,0,9095,9095,research,,-90.3863433118,20.9059830875
Central American Boa,Boa imperator,May,8,0,2,2,research,open,-89.5472998562,21.0555518013
Central American Boa,Boa imperator,May,9,0,467,467,research,open,-89.679155834,21.0511030153
Central American Ribbon Snake,Thamnophis proximus rutiloris,March,4,0,61,61,research,open,-89.4264498126,21.3114999318
,Masticophis mentovarius mentovarius,May,3,0,391,391,research,open,-89.7778503844,21.1262697011
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,Unknown,10,0,35,30472,research,obscured,-89.509882779,20.5135151772
,Conophis lineatus concolor,April,5,0,369,30490,research,open,-89.5613480742,20.2359917739
Rainforest Cat-eyed Snake,Leptodeira frenata,Unknown,2,0,267,30472,research,open,-90.0306119185,20.546198567
Variable Coralsnake,Micrurus diastema,Unknown,4,6,2036,30508,research,open,-89.2127673642,20.0975572801
Rainforest Cat-eyed Snake,Leptodeira frenata,May,4,2,194,194,research,open,-89.2163774,20.6533534
Rainforest Cat-eyed Snake,Leptodeira frenata,May,6,0,194,194,research,open,-89.2163774,20.6533534
Rainforest Cat-eyed Snake,Leptodeira frenata,May,5,0,194,194,research,open,-89.2163774,20.6533534
Central American Boa,Boa imperator,May,8,0,194,194,research,open,-89.2163774,20.6533534
Snakes,Serpentes,May,1,0,194,194,needs_id,,-89.2163774,20.6533534
Neotropical Whip Snake,Masticophis mentovarius,May,2,0,?,30490,research,open,-89.5524661767,20.3108748172
,Geophis sartorii sartorii,February,6,0,?,? ,research,open,-88.380761,20.759812
Chicken Snake,Spilotes pullatus,May,9,0,24,24,research,open,-90.14246383,20.863245
Two-spotted Snake,Coniophanes bipunctatus,May,3,0,1157,1157,research,open,-90.0315682377,21.1653966176
Rainforest Cat-eyed Snake,Leptodeira frenata,May,6,0,656,656,research,open,-89.5266368879,21.0432472705
,Conophis lineatus concolor,February,3,0,?,? ,research,open,-89.832711,21.000246
Neotropical Whip Snake,Masticophis mentovarius,Unknown,3,0,?,? ,research,open,-89.5080261228,20.3679866789
Central American Boa,Boa imperator,May,11,0,188,188,research,open,-89.711535126,21.0204056197
Central American Boa,Boa imperator,May,11,0,65,65,research,open,-89.61644667,21.09856667
Green Vine Snake,Oxybelis fulgidus,May,9,0,388,388,research,open,-89.6220893708,21.065263937
Mexican Parrot Snake,Leptophis mexicanus,May,9,0,509,509,research,open,-89.5900510957,21.0517213029
Salmon-bellied Racer,Mastigodryas melanolomus,May,6,0,387,387,research,open,-89.6253260684,21.0935014294
Yucatecan Cantil,Agkistrodon russeolus,April,3,0,6000,6000,casual,,-89.6415376447,20.9695145297
Pygmy Snail Sucker,Geophis sanniolus,May,6,0,2023,2023,research,open,-89.5952777937,21.1497635924
Snakes,Serpentes,May,0,0,71,71,needs_id,,-89.9816774949,21.178404981
Snakes,Serpentes,May,2,0,146,146,needs_id,,-89.6216547125,21.1518982046
Mexican Parrot Snake,Leptophis mexicanus,May,10,0,488,488,research,open,-89.67931985,21.0515393
Central American Boa,Boa imperator,April,5,0,142,142,casual,open,-89.5989601314,21.0408555026
Mexican Parrot Snake,Leptophis mexicanus,April,6,0,184,184,research,open,-89.624539353,21.0927882749
Central American Boa,Boa imperator,April,6,0,111,111,research,open,-89.6147053689,20.9462672254
Pygmy Snail Sucker,Geophis sanniolus,Unknown,5,0,5,5,research,open,-88.4566428512,20.5906741436
,Geophis sanniolus sanniolus,April,3,0,?,? ,research,,-88.455252,20.621604
Central American Boa,Boa imperator,April,7,0,14284,14284,research,open,-89.5925858617,20.9676395677
Blotched Hooknose Snake,Ficimia publia,April,5,0,14284,14284,research,open,-89.5925858617,20.9676395677
Speckled Racer,Drymobius margaritiferus,April,8,0,14284,14284,research,open,-89.5925858617,20.9676395677
Snail-eating Thirst Snake,Dipsas brevifacies,April,6,0,14284,14284,research,open,-89.5925858617,20.9676395677
Salmon-bellied Racer,Mastigodryas melanolomus,April,5,2,65,65,research,open,-89.6099430163,21.0334954004
Variable Coralsnake,Micrurus diastema,April,10,0,22,22,research,open,-89.5526843221,21.0469215405
Mexican Parrot Snake,Leptophis mexicanus,April,5,1,284,284,research,open,-89.6689154953,21.1616544827
Snail-eating Thirst Snake,Dipsas brevifacies,April,5,0,145,145,research,open,-89.693171382,21.0336005544
Blotched Hooknose Snake,Ficimia publia,April,5,0,133,133,research,open,-89.6246617287,21.092861473
Variable Coralsnake,Micrurus diastema,April,7,0,5,5,research,open,-89.2654140294,20.171944042
Red Coffee Snake,Ninia sebae,April,6,0,?,? ,research,open,-89.6694444444,21.1613888889
Yucatecan Dwarf Short-tail Snake,Tantillita canula,April,4,0,434,434,research,open,-89.5834703743,20.9158470551
Salmon-bellied Racer,Mastigodryas melanolomus,April,5,0,92,92,research,open,-89.6329749003,21.0540548841
